FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,centroid_lon,centroid_lat,region_nom_bdd_norm,prefecture_nom_bdd_norm,canton_nom_bdd_norm,source,prefecture_nom_bdd_clean
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48d7,Maritime,Avé,Avé 2,Badja,Akatowui,Barrage Ayiboe,Barrage paysan,"{elevage,irrigation}",0.9976264011104063,6.379328517695953,maritime,ave,badja,retenues_eau,ave
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48d8,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave - Zogbe,Kadzave -zogbe,Retenue d'eau,"{irrigation,elevage}",1.6743638011709485,6.537340486641296,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48d9,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Hontowo,Nsp,Retenue d'eau,{irrigation},1.6887782968153742,6.523109905157604,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48da,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadjave Zogbe,Kadjave Zogbe,Retenue d'eau,{irrigation},1.6755737606280796,6.537293193285567,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48db,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Hontowou,Hontowou,Retenue d'eau,"{irrigation,eau potable}",1.6846130522096174,6.527093717336429,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48dc,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave Zogbe,Kadzave Zogbe,Retenue d'eau,{irrigation},1.6790671761426146,6.531434449472433,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48dd,Maritime,Zio,Zio 2,Bolou,Bolou-kpeme,N/a,Barrage paysan,"{elevage,eau potable,irrigation}",1.1677036864033952,6.444485278316953,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48de,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave Zogbe,Kadzave Zogbe,Retenue d'eau,{irrigation},1.6868264538172053,6.525747049025198,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48df,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave Zogbe,Kadzave Zogbe,Retenue d'eau,{irrigation},1.6764236005063877,6.530304683731195,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e0,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave Zogbe,Kadzave Zogbe,Retenue d'eau,{irrigation},1.6833293126233255,6.53152096811484,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e1,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kadzave Zogbe,Kadzave Zogbe,Retenue d'eau,{irrigation},1.680542081324788,6.522175916928209,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e2,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Hotowou,N/a,Retenue d'eau,"{eau potable,irrigation}",1.6853187639073146,6.531297148371815,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e3,Maritime,Bas-Mono,Bas-Mono 2,Agome-Glozou,Kpanou,Nsp,Retenue d'eau,{irrigation},1.7019257759631954,6.4956410905684745,maritime,bas mono,agome glozou,retenues_eau,bas mono
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e4,Maritime,Golfe,Golfe 3,Bè-Ouest,Lomegan,Bassin de Rétention D'eau de Lomégan,Bassins de retentions d eau,{autre},1.2051470771862791,6.181010812097211,maritime,golfe,be ouest,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e5,Maritime,Golfe,Golfe 3,Bè-Ouest,Université De Lome,Bassin de Rétention D'eau de L'université de Lome,Bassins de retentions d eau,{autre},1.2156746696894463,6.172707054976554,maritime,golfe,be ouest,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e6,Maritime,Golfe,Golfe 3,Bè-Ouest,Tokoin Tame,Bassin de Rétention D'eau de Tokoin Tame 2,Bassins de retentions d eau,{autre},1.2224608661259975,6.166953340663592,maritime,golfe,be ouest,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e7,Maritime,Golfe,Golfe 3,Bè-Ouest,Tokoin Tame,Bassin de Rétention D'eau de Tokoin Tame 1,Bassins de retentions d eau,{autre},1.2205590801628246,6.166349594796181,maritime,golfe,be ouest,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e8,Maritime,Golfe,Golfe 3,Bè-Ouest,Gbossime,N/a,Bassins de retentions d eau,{autre},1.2110229642151902,6.1558658013598615,maritime,golfe,be ouest,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48e9,Maritime,Golfe,Golfe 3,Bè-Ouest,Doumassesse Rail,N/a,Mare naturelle,{elevage},1.2111142141413869,6.155658217374613,maritime,golfe,be ouest,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48ea,Maritime,Golfe,Golfe 1,Bè-Est,Ahadji-kpota,Nsp,Retenue d'eau,{autre},1.2758374879922703,6.158099173373424,maritime,golfe,be est,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48eb,Maritime,Golfe,Golfe 1,Bè-Est,Be,N/a,Retenue d'eau,{autre},1.244066013910465,6.149494372234489,maritime,golfe,be est,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48ec,Savanes,Tône,Tône 4,Louanga,Louanga2,Barrage de Louanga2,Retenue d'eau,"{elevage,autre}",0.31598433586375474,10.8982390695516,savanes,tone,louanga,retenues_eau,tone
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48ed,Maritime,Golfe,Golfe 4,Amoutivé,Todman,N/a,Bassins de retentions d eau,{autre},1.2006243696910526,6.1605507661356524,maritime,golfe,amoutive,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48ee,Maritime,Golfe,Golfe 5,Aflao-Gakli,Agbalèpédo,Retenue D'eau D'agbalepedo,Bassins de retentions d eau,{autre},1.2041559965937498,6.194541682227702,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48ef,Maritime,Golfe,Golfe 5,Aflao-Gakli,Agbalepedogan,Retenue D'eau D'agbalepedogan,Bassins de retentions d eau,{autre},1.1893592991609037,6.203134783639595,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f0,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedji,Retenue d'eau d'Avedji,Bassins de retentions d eau,{autre},1.183319485060773,6.200822331516169,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f1,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedji,Barrage D'avedji 2,Bassins de retentions d eau,{autre},1.1751101295695845,6.192801280102431,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f2,Maritime,Golfe,Golfe 5,Aflao-Gakli,Adjidogome,Retenue D'eau D'adjidogomé,Bassins de retentions d eau,{autre},1.1603935844036715,6.190382988608699,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f3,Maritime,Golfe,Golfe 5,Aflao-Gakli,Adjidogome Doganto,Retenue d'eau de Doganto,Bassins de retentions d eau,{autre},1.1761472948549436,6.177493404575383,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f4,Maritime,Golfe,Golfe 5,Aflao-Gakli,Aflao Sagbado,Retenue d'eau de Douane Adidogome,Retenue d'eau,{autre},1.1602100988842434,6.190351605295381,maritime,golfe,aflao gakli,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f5,Maritime,Golfe,Golfe 6,Baguida,Agassan,N/a,Mare naturelle,{autre},1.3405939595609664,6.18429617973407,maritime,golfe,baguida,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f6,Maritime,Golfe,Golfe 6,Baguida,Agodeke,N/a,Mare naturelle,{autre},1.3586898325657095,6.1849730440872746,maritime,golfe,baguida,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f7,Maritime,Golfe,Golfe 6,Baguida,Devego Novissi,Nsp,Mare naturelle,{autre},1.337073950361155,6.186776270557082,maritime,golfe,baguida,retenues_eau,golfe
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f8,Maritime,Zio,Zio 2,Bolou,Bolou Vavaty,N/a,Barrage paysan,"{eau potable,irrigation,elevage}",1.161068041316723,6.454346133786686,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48f9,Maritime,Vo,Vo 1,Vogan,Vogan,N/a,Mare naturelle,{elevage},1.4951662502378358,6.3654902390981185,maritime,vo,vogan,retenues_eau,vo
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48fa,Maritime,Vo,Vo 1,Vo-Koutimé,Soko-vessome,Nsp,Retenue d'eau,"{irrigation,elevage}",1.5931149663259874,6.351968811178387,maritime,vo,vo koutime,retenues_eau,vo
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48fb,Maritime,Lacs,Lacs 2,Aklakou,Sakpove,N/a,Mare naturelle,{elevage},1.7433706910528217,6.373255615995782,maritime,lacs,aklakou,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48fc,Maritime,Lacs,Lacs 2,Aklakou,Sakpove,Barrage de Sakpove,Barrage paysan,"{elevage,irrigation,autre}",1.723403703618827,6.362365666272917,maritime,lacs,aklakou,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48fd,Maritime,Lacs,Lacs 2,Aklakou,Sakpove,Barrage de Sakpove,Barrage paysan,"{elevage,irrigation}",1.7241116078124072,6.363867012290074,maritime,lacs,aklakou,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48fe,Maritime,Lacs,Lacs 2,Aklakou,Azimedossou,N/a,Mare naturelle,"{elevage,irrigation}",1.744931075213421,6.303805525755753,maritime,lacs,aklakou,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_48ff,Maritime,Lacs,Lacs 2,Aklakou,Koudanou Kondji,N/a,Barrage paysan,{irrigation},1.7058728510409817,6.313020020522094,maritime,lacs,aklakou,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4900,Maritime,Lacs,Lacs 2,Agouégan,Zanve,N/a,Barrage paysan,{autre},1.7484848170237977,6.283802606418753,maritime,lacs,agouegan,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4901,Maritime,Lacs,Lacs 2,Agouégan,Zanve,N/a,Barrage paysan,{autre},1.7195869473567496,6.289462146557285,maritime,lacs,agouegan,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4902,Maritime,Lacs,Lacs 2,Agouégan,Zanve,N/a,Barrage paysan,{autre},1.7147968914123801,6.284667139854452,maritime,lacs,agouegan,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4903,Maritime,Lacs,Lacs 2,Agouégan,Zanve,N/a,Barrage paysan,{autre},1.7154294420061225,6.269904086681694,maritime,lacs,agouegan,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4904,Maritime,Lacs,Lacs 2,Agouégan,Houngatomr,N/a,Mare naturelle,"{irrigation,elevage}",1.6983325622797851,6.294272757735741,maritime,lacs,agouegan,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4905,Maritime,Lacs,Lacs 2,Agouégan,Tangbame,N/a,Barrage paysan,{autre},1.6950876851361822,6.274132779854812,maritime,lacs,agouegan,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4906,Maritime,Lacs,Lacs 4,Fiata,Ganave,Ganave,Retenue d'eau,{irrigation},1.6371519972270498,6.31287101441681,maritime,lacs,fiata,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4907,Maritime,Lacs,Lacs 4,Fiata,Legbanou,N/a,Mare naturelle,{autre},1.6795646141038922,6.314967181698278,maritime,lacs,fiata,retenues_eau,lacs
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4908,Maritime,Yoto,Yoto 1,Tabligbo,Tabligbo,Nsp,Mare naturelle,"{elevage,irrigation}",1.503526126082471,6.6000116995558,maritime,yoto,tabligbo,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4909,Maritime,Yoto,Yoto 1,Kouvé,Akoto,N/a,Retenue d'eau,"{elevage,irrigation}",1.3565330064834773,6.827157235287666,maritime,yoto,kouve,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_490a,Maritime,Yoto,Yoto 1,Kini-Kondji,Djanta Kondji,Nsp,Mare artificielle,"{eau potable,irrigation,elevage}",1.5544215669965435,6.594240163212593,maritime,yoto,kini kondji,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_490b,Maritime,Zio,Zio 1,Tsévié,Tsevie,Nsp,Retenue d'eau,{autre},1.206793731454676,6.510853310405868,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_490c,Maritime,Yoto,Yoto 1,Kini-Kondji,Djanta Kondji,Nsp,Mare artificielle,"{eau potable,irrigation,elevage}",1.5496817628922634,6.59014872082965,maritime,yoto,kini kondji,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_490d,Maritime,Yoto,Yoto 1,Kini-Kondji,Djanta Kondji,Nsp,Mare artificielle,"{eau potable,irrigation,elevage}",1.5436588201769152,6.586005759709047,maritime,yoto,kini kondji,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_490e,Maritime,Yoto,Yoto 3,Essé-Godjin,Lakata,N/a,Mare naturelle,"{irrigation,elevage}",1.5978357021831973,6.741087252020292,maritime,yoto,esse godjin,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_490f,Maritime,Yoto,Yoto 1,Kini-Kondji,Djanta Kondji,Nsp,Mare artificielle,"{elevage,irrigation,eau potable}",1.5377977064380939,6.592179452176868,maritime,yoto,kini kondji,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4910,Maritime,Zio,Zio 2,Bolou,Bolou Vavaty,N/a,Barrage paysan,"{eau potable,elevage}",1.161070039026882,6.454512424534384,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4911,Maritime,Zio,Zio 2,Bolou,Bolou Vavaty,N/a,Barrage paysan,"{elevage,irrigation}",1.1603779572292887,6.45486102493119,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4912,Maritime,Yoto,Yoto 2,Tchékpo,Dedekpoe,N/a,Mare naturelle,"{irrigation,elevage}",1.3401123473492218,6.534193407315694,maritime,yoto,tchekpo,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4913,Maritime,Zio,Zio 1,Abobo,Adodime,Pdrd,Retenue d'eau,"{irrigation,elevage}",1.302502167788581,6.222675108180802,maritime,zio,abobo,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4914,Maritime,Yoto,Yoto 3,Essé-Godjin,Afito,N/a,Retenue d'eau,{irrigation},1.5943026177190964,6.755092259312359,maritime,yoto,esse godjin,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4915,Maritime,Yoto,Yoto 3,Sendome,Drekpon,N/a,Mare naturelle,{autre},1.5992484805609073,6.771737696060885,maritime,yoto,sendome,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4916,Maritime,Yoto,Yoto 3,Sendome,Drekpon,N/a,Mare naturelle,{irrigation},1.6034468515636888,6.775508885022613,maritime,yoto,sendome,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4917,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse-ana,N/a,Retenue d'eau,"{elevage,irrigation}",1.5816050627865528,6.697123589014999,maritime,yoto,esse godjin,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4918,Plateaux,Agou,Agou 2,Amoussou-Kopé,Glekope,Nsp,Retenue d'eau,"{irrigation,elevage}",0.8240761618198612,6.702521513134156,plateaux,agou,amoussou kope,retenues_eau,agou
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4919,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse Ana,N/a,Mare naturelle,"{irrigation,elevage}",1.5719466612337043,6.700443073584183,maritime,yoto,esse godjin,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_491a,Maritime,Zio,Zio 1,Tsévié,Dedeke,Nsp,Retenue d'eau,{elevage},1.202003069039443,6.504399888405309,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_491b,Maritime,Yoto,Yoto 3,Essé-Godjin,Lakata,N/a,Retenue d'eau,"{irrigation,elevage}",1.5840046044160085,6.721911084725683,maritime,yoto,esse godjin,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_491c,Maritime,Yoto,Yoto 3,Essé-Godjin,Logokondji,N/a,Retenue d'eau,"{irrigation,autre}",1.5692494623050064,6.6832560635475815,maritime,yoto,esse godjin,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_491d,Maritime,Zio,Zio 1,Kpomé,Kpome,N/a,Retenue d'eau,{autre},1.3598160155422265,6.318367024792675,maritime,zio,kpome,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_491e,Maritime,Zio,Zio 1,Dalavé,Vacolomé,N/a,Mare naturelle,"{irrigation,elevage}",1.2413925016983038,6.367085863835453,maritime,zio,dalave,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_491f,Maritime,Zio,Zio 1,Dalavé,Livame,N/a,Retenue d'eau,{irrigation},1.2437513150260073,6.366308799826818,maritime,zio,dalave,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4920,Maritime,Zio,Zio 2,Bolou,Kpeme,Barrage,Retenue d'eau,{irrigation},1.16212600828373,6.447788441735963,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4921,Maritime,Yoto,Yoto 3,Tokpli,Kovi,N/a,Mare naturelle,"{irrigation,autre,elevage}",1.5827255460315075,6.645438557506578,maritime,yoto,tokpli,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4922,Maritime,Zio,Zio 1,Tsévié,Dedeke,Nsp,Retenue d'eau,{elevage},1.2016417244038098,6.505264363231007,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4923,Maritime,Yoto,Yoto 3,Tokpli,Akladjenou,N/a,Mare naturelle,"{autre,irrigation}",1.6015355010411665,6.659368798103227,maritime,yoto,tokpli,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4924,Maritime,Yoto,Yoto 3,Tokpli,Gogokondji,N/a,Mare naturelle,{irrigation},1.5991807690771005,6.634516070990948,maritime,yoto,tokpli,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4925,Maritime,Zio,Zio 1,Gblainvié,Dedeke,N/a,Retenue d'eau,{autre},1.1816627223779148,6.506881430955913,maritime,zio,gblainvie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4926,Maritime,Zio,Zio 2,Bolou,Kpota,Nsp,Mare naturelle,{irrigation},1.0772065452126798,6.446882484892551,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4927,Maritime,Zio,Zio 2,Bolou,Kpémé,Nsp,Retenue d'eau,"{irrigation,eau potable,elevage}",1.1731262441641226,6.443301118673519,maritime,zio,bolou,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4928,Maritime,Zio,Zio 3,Agbélouvé,Klika1,N/a,Mare naturelle,{autre},1.2533639097251212,6.611922789077447,maritime,zio,agbelouve,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4929,Maritime,Zio,Zio 3,Gamé-Sèva,Game,Nsp,Barrage paysan,{autre},1.1801295568137407,6.725431936486366,maritime,zio,game seva,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_492a,Maritime,Yoto,Yoto 3,Tokpli,Gogo Kondji,N/a,Mare naturelle,"{elevage,irrigation}",1.6013124628558564,6.620046485644543,maritime,yoto,tokpli,retenues_eau,yoto
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_492b,Maritime,Zio,Zio 1,Tsévié,Kolo,N/a,Mare naturelle,{autre},1.1644849080348199,6.531214620418311,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_492c,Maritime,Zio,Zio 1,Tsévié,Tsevie,Nsp,Retenue d'eau,{autre},1.1938830103683085,6.525196249086879,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_492d,Maritime,Zio,Zio 1,Tsévié,Alokope,N/a,Retenue d'eau,"{irrigation,elevage}",1.203161073783924,6.524610799076393,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_492e,Maritime,Zio,Zio 1,Tsévié,Dedeke,Nsp,Retenue d'eau,{autre},1.1934507052044898,6.525108477513801,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_492f,Maritime,Zio,Zio 1,Tsévié,Kolor,Barrage de Gogue,Mare artificielle,"{eau potable,elevage,irrigation}",1.2031719604240112,6.52457761522166,maritime,zio,tsevie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4930,Maritime,Zio,Zio 1,Gblainvié,Kpenou,N/a,Mare artificielle,"{elevage,eau potable}",1.1461481886843956,6.531060523705537,maritime,zio,gblainvie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4931,Maritime,Zio,Zio 1,Gblainvié,Kpoglo,Nsp,Mare naturelle,"{autre,irrigation}",1.18276052991689,6.492439282732854,maritime,zio,gblainvie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4932,Maritime,Zio,Zio 1,Gblainvié,Gblinvie,N/a,Mare artificielle,{elevage},1.1683060186609149,6.482587127384951,maritime,zio,gblainvie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4933,Maritime,Zio,Zio 1,Gblainvié,Avlata,Nsp,Retenue d'eau,{autre},1.1630047996760446,6.500199776101279,maritime,zio,gblainvie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4934,Maritime,Zio,Zio 1,Gblainvié,Avlata,Nsp,Retenue d'eau,"{elevage,autre}",1.1688709960330128,6.496102522225983,maritime,zio,gblainvie,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4935,Maritime,Zio,Zio 3,Gamé-Sèva,Doglobo,Nsp,Barrage paysan,"{irrigation,eau potable,elevage}",1.1453049222514375,6.752882873872129,maritime,zio,game seva,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4936,Maritime,Zio,Zio 3,Gamé-Sèva,Yotigan,Nsp,Retenue d'eau,"{elevage,irrigation}",1.2173627767928261,6.740119008466702,maritime,zio,game seva,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4937,Maritime,Zio,Zio 3,Gamé-Sèva,Yotigan,Nsp,Retenue d'eau,{autre},1.2183118296841802,6.74091738500941,maritime,zio,game seva,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4938,Maritime,Zio,Zio 3,Gamé-Sèva,Kogbe,Nsp,Retenue d'eau,{autre},1.2185416232474802,6.740430884748461,maritime,zio,game seva,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_4939,Maritime,Zio,Zio 3,Gamé-Sèva,Djamakope,Nsp,Barrage paysan,{autre},1.1195418046282468,6.726803376353723,maritime,zio,game seva,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_493a,Maritime,Zio,Zio 3,Agbélouvé,Tsito,Nsp,Retenue d'eau,{autre},1.0946996686910095,6.734120017752728,maritime,zio,agbelouve,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_493b,Maritime,Zio,Zio 3,Agbélouvé,Gamelili,Nsp,Retenue d'eau,"{irrigation,elevage}",1.0811847852897538,6.707197162202481,maritime,zio,agbelouve,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_493c,Maritime,Zio,Zio 3,Agbélouvé,Tsito,N/a,Mare naturelle,{elevage},1.1045345118735939,6.721273204818768,maritime,zio,agbelouve,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_493d,Maritime,Zio,Zio 3,Agbélouvé,Oando Zongo,N/a,Retenue d'eau,{irrigation},1.1703029037727186,6.664790040034262,maritime,zio,agbelouve,retenues_eau,zio
_mview_general_retenues_eau_collinaires.fid-54b5a690_19f1563616b_493e,Maritime,Zio,Zio 3,Agbélouvé,Atiho,Nsp,Retenue d'eau,{irrigation},1.140978332063928,6.671754965072111,maritime,zio,agbelouve,retenues_eau,zio
